DATUM,CDU/CSU,SPD,GRÜNE,FDP,LINKE,SONSTIGE,BEFRAGTE,BUNDESTAGSWAHL,AFD,NICHTWÄHLER/UNENTSCHL.,INSTITUT
2006-10-18,30.0,32.0,10.0,14.0,9.0,5.0,2499.0,False,,,FORSA
2006-10-25,30.0,29.0,11.0,14.0,10.0,6.0,2503.0,False,,,FORSA
2006-11-01,28.0,29.0,11.0,15.0,11.0,6.0,2509.0,False,,,FORSA
2006-11-08,30.0,30.0,9.0,14.0,11.0,6.0,2501.0,False,,,FORSA
2006-11-15,29.0,29.0,10.0,15.0,11.0,6.0,2503.0,False,,,FORSA
2006-11-22,29.0,29.0,11.0,15.0,10.0,6.0,2502.0,False,,,FORSA
2006-11-29,32.0,28.0,11.0,12.0,11.0,6.0,2504.0,False,,,FORSA
2006-12-06,33.0,26.0,11.0,13.0,11.0,6.0,2509.0,False,,,FORSA
2006-12-13,32.0,27.0,11.0,14.0,10.0,6.0,2505.0,False,,,FORSA
2006-12-20,31.0,29.0,10.0,14.0,10.0,6.0,2498.0,False,,,FORSA
2006-12-27,33.0,28.0,11.0,13.0,9.0,6.0,2501.0,False,,,FORSA
2007-01-03,32.0,27.0,11.0,14.0,10.0,6.0,1502.0,False,,,FORSA
2007-01-10,35.0,26.0,10.0,13.0,10.0,6.0,2007.0,False,,,FORSA
2007-01-17,33.0,28.0,11.0,14.0,8.0,6.0,2501.0,False,,,FORSA
2007-01-24,34.0,27.0,10.0,14.0,9.0,6.0,2503.0,False,,,FORSA
2007-01-31,33.0,27.0,11.0,14.0,9.0,6.0,2501.0,False,,,FORSA
2007-02-06,34.0,28.0,11.0,12.0,9.0,6.0,2501.0,False,,,FORSA
2007-02-14,35.0,26.0,11.0,13.0,9.0,6.0,2507.0,False,,,FORSA
2007-02-21,34.0,26.0,12.0,12.0,10.0,6.0,2504.0,False,,,FORSA
2007-02-28,33.0,29.0,11.0,12.0,9.0,6.0,2502.0,False,,,FORSA
2007-03-07,35.0,25.0,11.0,13.0,10.0,6.0,2502.0,False,,,FORSA
2007-03-14,34.0,26.0,12.0,12.0,10.0,6.0,2509.0,False,,,FORSA
2007-03-21,35.0,27.0,11.0,11.0,10.0,6.0,2498.0,False,,,FORSA
2007-03-28,35.0,26.0,12.0,12.0,9.0,6.0,2508.0,False,,,FORSA
2007-04-03,35.0,28.0,10.0,11.0,10.0,6.0,2505.0,False,,,FORSA
2007-04-11,36.0,26.0,11.0,11.0,10.0,6.0,2004.0,False,,,FORSA
2007-04-18,37.0,26.0,10.0,12.0,10.0,5.0,2004.0,False,,,FORSA
2007-04-25,34.0,27.0,11.0,11.0,11.0,6.0,2500.0,False,,,FORSA
2007-04-30,37.0,26.0,10.0,11.0,11.0,5.0,2503.0,False,,,FORSA
2007-05-09,37.0,26.0,10.0,12.0,10.0,5.0,2001.0,False,,,FORSA
2007-05-15,37.0,28.0,10.0,11.0,9.0,5.0,2501.0,False,,,FORSA
2007-05-23,38.0,27.0,10.0,10.0,10.0,5.0,2002.0,False,,,FORSA
2007-05-30,36.0,26.0,11.0,10.0,12.0,5.0,2503.0,False,,,FORSA
2007-06-05,36.0,27.0,11.0,9.0,12.0,5.0,2002.0,False,,,FORSA
2007-06-13,38.0,27.0,11.0,8.0,11.0,5.0,2501.0,False,,,FORSA
2007-06-20,37.0,25.0,10.0,10.0,12.0,6.0,2501.0,False,,,FORSA
2007-06-23,39.0,24.0,10.0,10.0,13.0,4.0,2501.0,False,,,FORSA
2007-07-04,37.0,24.0,10.0,10.0,14.0,5.0,2503.0,False,,,FORSA
2007-07-11,39.0,24.0,10.0,9.0,13.0,5.0,2501.0,False,,,FORSA
2007-07-18,38.0,24.0,10.0,10.0,13.0,5.0,2501.0,False,,,FORSA
2007-07-25,38.0,25.0,10.0,9.0,13.0,5.0,2501.0,False,,,FORSA
2007-08-01,38.0,25.0,10.0,9.0,13.0,5.0,2501.0,False,,,FORSA
2007-08-08,36.0,25.0,9.0,11.0,13.0,6.0,2502.0,False,,,FORSA
2007-08-15,38.0,24.0,10.0,10.0,13.0,5.0,2502.0,False,,,FORSA
2007-08-22,37.0,26.0,9.0,11.0,12.0,5.0,2500.0,False,,,FORSA
2007-08-29,38.0,26.0,10.0,9.0,12.0,5.0,2501.0,False,,,FORSA
2007-09-05,38.0,26.0,10.0,9.0,12.0,5.0,2500.0,False,,,FORSA
2007-09-12,40.0,25.0,10.0,8.0,11.0,6.0,2501.0,False,,,FORSA
2007-09-19,40.0,25.0,9.0,8.0,12.0,6.0,2501.0,False,,,FORSA
2007-09-26,39.0,26.0,10.0,9.0,11.0,5.0,2502.0,False,,,FORSA
2007-10-03,39.0,25.0,10.0,9.0,12.0,5.0,2501.0,False,,,FORSA
2007-10-10,39.0,24.0,9.0,9.0,13.0,6.0,2002.0,False,,,FORSA
2007-10-17,40.0,25.0,10.0,9.0,11.0,5.0,2502.0,False,,,FORSA
2007-10-24,39.0,26.0,9.0,10.0,11.0,5.0,2502.0,False,,,FORSA
2007-10-29,39.0,26.0,10.0,9.0,11.0,5.0,2503.0,False,,,FORSA
2007-11-07,40.0,26.0,10.0,8.0,11.0,5.0,2502.0,False,,,FORSA
2007-11-14,39.0,26.0,8.0,10.0,12.0,5.0,2503.0,False,,,FORSA
2007-11-21,40.0,24.0,9.0,9.0,12.0,6.0,2501.0,False,,,FORSA
2007-11-28,39.0,26.0,8.0,10.0,12.0,5.0,2500.0,False,,,FORSA
2007-12-05,39.0,27.0,9.0,10.0,10.0,5.0,2500.0,False,,,FORSA
2007-12-12,39.0,26.0,9.0,10.0,11.0,5.0,2501.0,False,,,FORSA
2007-12-19,38.0,26.0,10.0,10.0,11.0,5.0,2503.0,False,,,FORSA
2007-12-26,38.0,26.0,10.0,10.0,11.0,5.0,2501.0,False,,,FORSA
2009-01-07,37.0,23.0,10.0,13.0,11.0,6.0,1003.0,False,,,FORSA
2009-01-14,36.0,25.0,9.0,13.0,11.0,6.0,2502.0,False,,,FORSA
2009-01-21,36.0,24.0,9.0,14.0,11.0,6.0,2500.0,False,,,FORSA
2009-01-28,35.0,22.0,10.0,16.0,12.0,5.0,2503.0,False,,,FORSA
2009-02-04,34.0,23.0,11.0,16.0,11.0,5.0,2501.0,False,,,FORSA
2009-02-11,34.0,23.0,10.0,18.0,11.0,4.0,2500.0,False,,,FORSA
2009-02-18,34.0,22.0,10.0,18.0,12.0,4.0,2502.0,False,,,FORSA
2009-02-25,34.0,23.0,10.0,18.0,11.0,4.0,2506.0,False,,,FORSA
2009-03-04,33.0,24.0,11.0,17.0,11.0,4.0,2503.0,False,,,FORSA
2009-03-11,34.0,25.0,9.0,17.0,11.0,4.0,2500.0,False,,,FORSA
2009-03-18,33.0,24.0,10.0,17.0,11.0,5.0,2501.0,False,,,FORSA
2009-03-25,34.0,24.0,10.0,16.0,11.0,5.0,2504.0,False,,,FORSA
2009-04-01,34.0,25.0,10.0,17.0,10.0,4.0,2505.0,False,,,FORSA
2009-04-07,36.0,24.0,10.0,16.0,10.0,4.0,2501.0,False,,,FORSA
2009-04-15,35.0,24.0,10.0,16.0,11.0,4.0,2000.0,False,,,FORSA
2009-04-22,35.0,23.0,10.0,16.0,11.0,5.0,2001.0,False,,,FORSA
2009-04-29,36.0,25.0,9.0,15.0,9.0,6.0,2501.0,False,,,FORSA
2009-05-06,35.0,25.0,9.0,16.0,10.0,5.0,2001.0,False,,,FORSA
2009-05-13,36.0,26.0,9.0,14.0,10.0,5.0,2501.0,False,,,FORSA
2009-05-19,36.0,24.0,11.0,14.0,10.0,5.0,2502.0,False,,,FORSA
2009-05-27,35.0,24.0,11.0,15.0,10.0,5.0,2001.0,False,,,FORSA
2009-06-03,35.0,24.0,11.0,15.0,10.0,5.0,2502.0,False,,,FORSA
2009-06-09,36.0,24.0,11.0,14.0,10.0,5.0,2008.0,False,,,FORSA
2009-06-17,35.0,21.0,13.0,15.0,11.0,5.0,2501.0,False,,,FORSA
2009-06-24,36.0,22.0,12.0,15.0,10.0,5.0,2503.0,False,,,FORSA
2009-07-01,36.0,21.0,12.0,15.0,11.0,5.0,2500.0,False,,,FORSA
2009-07-08,37.0,21.0,13.0,15.0,9.0,5.0,2504.0,False,,,FORSA
2009-07-15,36.0,23.0,12.0,14.0,10.0,5.0,2501.0,False,,,FORSA
2009-07-22,36.0,23.0,12.0,14.0,10.0,5.0,2507.0,False,,,FORSA
2009-07-29,38.0,23.0,12.0,13.0,9.0,5.0,2502.0,False,,,FORSA
2009-08-05,37.0,20.0,13.0,14.0,11.0,5.0,2502.0,False,,,FORSA
2009-08-12,38.0,21.0,12.0,13.0,11.0,5.0,2501.0,False,,,FORSA
2009-08-19,37.0,22.0,12.0,13.0,11.0,5.0,2506.0,False,,,FORSA
2009-08-26,37.0,22.0,12.0,13.0,10.0,6.0,2504.0,False,,,FORSA
2009-09-02,36.0,22.0,12.0,14.0,10.0,6.0,2502.0,False,,,FORSA
2009-09-09,35.0,21.0,10.0,14.0,14.0,6.0,2504.0,False,,,FORSA
2009-09-16,35.0,22.0,11.0,13.0,13.0,6.0,2506.0,False,,,FORSA
2009-09-16,37.0,24.0,11.0,12.0,10.0,6.0,1008.0,False,,,FORSA
2009-09-23,35.0,26.0,11.0,13.0,10.0,5.0,2503.0,False,,,FORSA
2009-09-25,33.0,25.0,10.0,14.0,12.0,6.0,2001.0,False,,,FORSA
2009-09-27,33.8,23.0,10.7,14.6,11.9,4.0,,True,,,FORSA
2009-10-07,35.0,22.0,10.0,14.0,13.0,6.0,2501.0,False,,,FORSA
2009-10-14,34.0,20.0,11.0,16.0,13.0,6.0,2504.0,False,,,FORSA
2009-10-21,35.0,20.0,10.0,16.0,13.0,6.0,2502.0,False,,,FORSA
2009-10-28,35.0,20.0,12.0,15.0,12.0,6.0,2503.0,False,,,FORSA
2009-11-04,36.0,21.0,12.0,12.0,12.0,7.0,2503.0,False,,,FORSA
2009-11-11,36.0,20.0,12.0,13.0,12.0,7.0,2500.0,False,,,FORSA
2009-11-18,36.0,20.0,12.0,13.0,12.0,7.0,2500.0,False,,,FORSA
2009-11-25,37.0,19.0,13.0,12.0,12.0,7.0,2503.0,False,,,FORSA
2009-12-02,37.0,20.0,13.0,12.0,11.0,7.0,2503.0,False,,,FORSA
2009-12-09,36.0,20.0,13.0,12.0,12.0,7.0,2501.0,False,,,FORSA
2009-12-16,37.0,19.0,13.0,11.0,12.0,8.0,2500.0,False,,,FORSA
2009-12-21,35.0,21.0,13.0,12.0,11.0,8.0,2500.0,False,,,FORSA
2009-12-28,35.0,22.0,12.0,12.0,12.0,7.0,1004.0,False,,,FORSA
2010-01-06,35.0,22.0,13.0,12.0,11.0,7.0,1502.0,False,,,FORSA
2010-01-13,35.0,22.0,14.0,10.0,11.0,8.0,2501.0,False,,,FORSA
2010-01-20,35.0,21.0,15.0,11.0,11.0,7.0,2500.0,False,,,FORSA
2010-01-27,36.0,21.0,16.0,9.0,11.0,7.0,2502.0,False,,,FORSA
2010-02-03,36.0,22.0,16.0,9.0,11.0,6.0,2505.0,False,,,FORSA
2010-02-10,34.0,22.0,17.0,8.0,11.0,8.0,2501.0,False,,,FORSA
2010-02-17,35.0,22.0,17.0,7.0,12.0,7.0,2503.0,False,,,FORSA
2010-02-24,35.0,22.0,16.0,8.0,12.0,7.0,2500.0,False,,,FORSA
2010-03-03,35.0,22.0,16.0,9.0,11.0,7.0,2503.0,False,,,FORSA
2010-03-10,33.0,23.0,16.0,8.0,12.0,8.0,2502.0,False,,,FORSA
2010-03-17,34.0,23.0,16.0,8.0,11.0,8.0,2501.0,False,,,FORSA
2010-03-24,32.0,25.0,15.0,8.0,12.0,8.0,2502.0,False,,,FORSA
2010-03-30,34.0,25.0,14.0,7.0,12.0,8.0,2501.0,False,,,FORSA
2010-04-07,34.0,24.0,15.0,7.0,12.0,8.0,2002.0,False,,,FORSA
2010-04-14,36.0,23.0,15.0,8.0,11.0,7.0,2001.0,False,,,FORSA
2010-04-21,36.0,24.0,15.0,8.0,10.0,7.0,2501.0,False,,,FORSA
2010-04-28,36.0,24.0,14.0,8.0,11.0,7.0,2500.0,False,,,FORSA
2010-05-05,34.0,25.0,16.0,8.0,10.0,7.0,2501.0,False,,,FORSA
2010-05-11,35.0,24.0,15.0,7.0,12.0,7.0,2503.0,False,,,FORSA
2010-05-19,32.0,27.0,16.0,6.0,11.0,8.0,2001.0,False,,,FORSA
2010-05-26,32.0,26.0,16.0,7.0,12.0,7.0,2504.0,False,,,FORSA
2010-06-01,30.0,26.0,16.0,7.0,13.0,8.0,2003.0,False,,,FORSA
2010-06-09,32.0,26.0,18.0,5.0,12.0,7.0,2501.0,False,,,FORSA
2010-06-16,31.0,26.0,18.0,6.0,11.0,8.0,2501.0,False,,,FORSA
2010-06-23,30.0,27.0,18.0,5.0,12.0,8.0,2504.0,False,,,FORSA
2010-06-29,32.0,27.0,18.0,4.0,11.0,8.0,2500.0,False,,,FORSA
2010-07-07,31.0,27.0,18.0,4.0,12.0,8.0,2501.0,False,,,FORSA
2010-07-14,31.0,28.0,18.0,4.0,11.0,8.0,2501.0,False,,,FORSA
2010-07-21,30.0,28.0,19.0,4.0,11.0,8.0,2500.0,False,,,FORSA
2010-07-28,29.0,28.0,19.0,5.0,11.0,8.0,2502.0,False,,,FORSA
2010-08-04,30.0,28.0,18.0,5.0,11.0,8.0,2501.0,False,,,FORSA
2010-08-11,29.0,28.0,19.0,5.0,11.0,8.0,2501.0,False,,,FORSA
2010-08-18,30.0,27.0,20.0,4.0,11.0,8.0,2501.0,False,,,FORSA
2010-08-25,30.0,27.0,20.0,5.0,11.0,7.0,2501.0,False,,,FORSA
2010-09-01,31.0,27.0,19.0,6.0,9.0,8.0,2501.0,False,,,FORSA
2010-09-08,31.0,25.0,21.0,5.0,10.0,8.0,2503.0,False,,,FORSA
2010-09-15,30.0,24.0,22.0,5.0,11.0,8.0,2501.0,False,,,FORSA
2010-09-22,29.0,24.0,24.0,5.0,10.0,8.0,2501.0,False,,,FORSA
2010-09-29,30.0,25.0,23.0,5.0,10.0,7.0,2500.0,False,,,FORSA
2010-10-06,31.0,23.0,24.0,5.0,10.0,7.0,2501.0,False,,,FORSA
2010-10-13,29.0,23.0,25.0,4.0,12.0,7.0,2502.0,False,,,FORSA
2010-10-20,31.0,23.0,24.0,4.0,11.0,7.0,2510.0,False,,,FORSA
2010-10-27,30.0,23.0,24.0,5.0,11.0,7.0,2502.0,False,,,FORSA
2010-11-03,30.0,23.0,24.0,4.0,11.0,8.0,2501.0,False,,,FORSA
2010-11-10,32.0,23.0,23.0,5.0,10.0,7.0,2503.0,False,,,FORSA
2010-11-17,33.0,23.0,22.0,5.0,11.0,6.0,2503.0,False,,,FORSA
2010-11-24,34.0,22.0,22.0,5.0,10.0,7.0,2500.0,False,,,FORSA
2010-12-01,34.0,22.0,22.0,5.0,10.0,7.0,2501.0,False,,,FORSA
2010-12-08,34.0,23.0,21.0,4.0,10.0,8.0,2503.0,False,,,FORSA
2010-12-15,34.0,24.0,20.0,4.0,11.0,7.0,2500.0,False,,,FORSA
2010-12-21,35.0,24.0,19.0,3.0,11.0,8.0,2502.0,False,,,FORSA
2010-12-28,34.0,25.0,20.0,3.0,11.0,7.0,2004.0,False,,,FORSA
2011-01-04,34.0,24.0,20.0,4.0,11.0,7.0,2005.0,False,,,FORSA
2011-01-12,35.0,25.0,21.0,3.0,9.0,7.0,2503.0,False,,,FORSA
2011-01-19,36.0,24.0,20.0,4.0,9.0,7.0,2503.0,False,,,FORSA
2011-01-26,37.0,23.0,20.0,4.0,9.0,7.0,2502.0,False,,,FORSA
2011-02-02,36.0,22.0,21.0,5.0,9.0,7.0,2501.0,False,,,FORSA
2011-02-09,36.0,22.0,20.0,5.0,10.0,7.0,2507.0,False,,,FORSA
2011-02-16,36.0,22.0,19.0,5.0,11.0,7.0,2504.0,False,,,FORSA
2011-02-23,36.0,23.0,18.0,5.0,10.0,8.0,2501.0,False,,,FORSA
2011-03-02,34.0,27.0,16.0,5.0,10.0,8.0,2503.0,False,,,FORSA
2011-03-09,36.0,26.0,16.0,5.0,10.0,7.0,2501.0,False,,,FORSA
2011-03-16,36.0,26.0,15.0,6.0,10.0,7.0,2506.0,False,,,FORSA
2011-03-16,36.0,26.0,18.0,5.0,9.0,6.0,1004.0,False,,,FORSA
2011-03-23,33.0,25.0,20.0,5.0,9.0,8.0,2504.0,False,,,FORSA
2011-03-30,33.0,25.0,21.0,5.0,8.0,8.0,2503.0,False,,,FORSA
2011-04-06,30.0,23.0,28.0,3.0,9.0,7.0,2505.0,False,,,FORSA
2011-04-13,30.0,24.0,27.0,4.0,8.0,7.0,2501.0,False,,,FORSA
2011-04-19,31.0,23.0,28.0,3.0,8.0,7.0,2504.0,False,,,FORSA
2011-04-27,31.0,22.0,27.0,4.0,9.0,7.0,2005.0,False,,,FORSA
2011-05-04,31.0,21.0,28.0,4.0,8.0,8.0,2001.0,False,,,FORSA
2011-05-11,31.0,22.0,26.0,4.0,9.0,8.0,2003.0,False,,,FORSA
2011-05-18,32.0,22.0,26.0,3.0,9.0,8.0,2501.0,False,,,FORSA
2011-05-25,32.0,21.0,26.0,5.0,9.0,7.0,2502.0,False,,,FORSA
2011-05-31,30.0,24.0,26.0,4.0,8.0,8.0,2501.0,False,,,FORSA
2011-06-08,30.0,22.0,27.0,5.0,8.0,8.0,2003.0,False,,,FORSA
2011-06-15,31.0,23.0,26.0,4.0,9.0,7.0,2501.0,False,,,FORSA
2011-06-21,32.0,23.0,25.0,4.0,9.0,7.0,2008.0,False,,,FORSA
2011-06-29,32.0,23.0,24.0,5.0,9.0,7.0,2506.0,False,,,FORSA
2011-07-06,33.0,23.0,23.0,5.0,9.0,7.0,2500.0,False,,,FORSA
2011-07-13,31.0,24.0,23.0,4.0,10.0,8.0,2504.0,False,,,FORSA
2011-07-20,32.0,24.0,23.0,4.0,9.0,8.0,2506.0,False,,,FORSA
2011-07-27,33.0,25.0,22.0,3.0,10.0,7.0,2505.0,False,,,FORSA
2011-08-03,32.0,26.0,22.0,3.0,10.0,7.0,2501.0,False,,,FORSA
2011-08-10,32.0,27.0,21.0,3.0,9.0,8.0,2502.0,False,,,FORSA
2011-08-17,32.0,26.0,21.0,4.0,9.0,8.0,2501.0,False,,,FORSA
2011-08-24,32.0,26.0,21.0,5.0,8.0,8.0,2500.0,False,,,FORSA
2011-08-31,33.0,25.0,21.0,5.0,9.0,7.0,2500.0,False,,,FORSA
2011-09-07,32.0,27.0,19.0,4.0,9.0,9.0,2501.0,False,,,FORSA
2011-09-14,31.0,29.0,19.0,4.0,9.0,8.0,2500.0,False,,,FORSA
2011-09-21,31.0,28.0,20.0,3.0,9.0,9.0,2505.0,False,,,FORSA
2011-09-28,31.0,29.0,19.0,2.0,7.0,5.0,2501.0,False,,,FORSA
2011-10-05,31.0,28.0,17.0,3.0,7.0,6.0,2502.0,False,,,FORSA
2011-10-12,31.0,27.0,17.0,4.0,8.0,5.0,2003.0,False,,,FORSA
2011-10-19,31.0,26.0,16.0,3.0,8.0,6.0,2502.0,False,,,FORSA
2011-10-26,31.0,27.0,16.0,3.0,8.0,5.0,2504.0,False,,,FORSA
2011-11-02,32.0,28.0,16.0,3.0,8.0,4.0,2501.0,False,,,FORSA
2011-11-09,33.0,28.0,15.0,3.0,8.0,5.0,2501.0,False,,,FORSA
2011-11-16,34.0,26.0,15.0,2.0,9.0,5.0,2503.0,False,,,FORSA
2011-11-23,36.0,26.0,14.0,3.0,8.0,5.0,2505.0,False,,,FORSA
2011-11-30,35.0,25.0,16.0,3.0,9.0,5.0,2506.0,False,,,FORSA
2011-12-07,35.0,26.0,16.0,3.0,9.0,5.0,2501.0,False,,,FORSA
2011-12-14,35.0,28.0,14.0,3.0,8.0,5.0,2502.0,False,,,FORSA
2011-12-21,35.0,28.0,14.0,2.0,7.0,5.0,2500.0,False,,,FORSA
2011-12-28,35.0,28.0,14.0,3.0,8.0,5.0,2503.0,False,,,FORSA
2012-01-04,35.0,27.0,14.0,3.0,8.0,5.0,2003.0,False,,,FORSA
2012-01-11,36.0,26.0,16.0,2.0,7.0,5.0,2501.0,False,,,FORSA
2012-01-18,35.0,27.0,15.0,3.0,7.0,5.0,2500.0,False,,,FORSA
2012-01-25,36.0,27.0,15.0,3.0,7.0,5.0,2500.0,False,,,FORSA
2012-02-01,36.0,27.0,15.0,3.0,8.0,4.0,2502.0,False,,,FORSA
2012-02-08,38.0,27.0,13.0,3.0,8.0,4.0,2500.0,False,,,FORSA
2012-02-15,38.0,26.0,13.0,2.0,9.0,5.0,2503.0,False,,,FORSA
2012-02-22,38.0,25.0,15.0,2.0,8.0,4.0,2503.0,False,,,FORSA
2012-02-29,38.0,26.0,14.0,3.0,8.0,4.0,2502.0,False,,,FORSA
2012-03-07,37.0,26.0,15.0,3.0,8.0,4.0,2506.0,False,,,FORSA
2012-03-14,36.0,26.0,15.0,3.0,9.0,4.0,2506.0,False,,,FORSA
2012-03-21,36.0,26.0,15.0,3.0,9.0,5.0,2504.0,False,,,FORSA
2012-03-28,36.0,26.0,14.0,4.0,9.0,4.0,2503.0,False,,,FORSA
2012-04-01,35.0,25.0,13.0,3.0,9.0,3.0,2503.0,False,,,FORSA
2012-04-09,36.0,24.0,11.0,5.0,8.0,3.0,2007.0,False,,,FORSA
2012-04-18,35.0,25.0,12.0,5.0,7.0,3.0,2001.0,False,,,FORSA
2012-04-25,35.0,24.0,12.0,5.0,7.0,4.0,2505.0,False,,,FORSA
2012-05-02,36.0,25.0,12.0,4.0,8.0,4.0,2510.0,False,,,FORSA
2012-05-09,36.0,26.0,13.0,4.0,7.0,3.0,2001.0,False,,,FORSA
2012-05-15,35.0,26.0,13.0,5.0,6.0,3.0,2501.0,False,,,FORSA
2012-05-23,31.0,27.0,13.0,6.0,6.0,4.0,2002.0,False,,,FORSA
2012-05-30,32.0,27.0,13.0,5.0,6.0,5.0,2500.0,False,,,FORSA
2012-06-05,33.0,27.0,14.0,4.0,6.0,5.0,2000.0,False,,,FORSA
2012-06-13,32.0,27.0,14.0,5.0,7.0,5.0,2504.0,False,,,FORSA
2012-06-20,33.0,27.0,13.0,5.0,7.0,5.0,2501.0,False,,,FORSA
2012-06-27,34.0,27.0,13.0,4.0,7.0,5.0,2501.0,False,,,FORSA
2012-07-04,36.0,27.0,12.0,3.0,7.0,6.0,2506.0,False,,,FORSA
2012-07-11,36.0,26.0,13.0,4.0,7.0,5.0,2503.0,False,,,FORSA
2012-07-18,36.0,26.0,13.0,4.0,6.0,5.0,2501.0,False,,,FORSA
2012-07-25,36.0,27.0,12.0,4.0,7.0,5.0,2502.0,False,,,FORSA
2012-08-01,36.0,27.0,12.0,5.0,6.0,5.0,2501.0,False,,,FORSA
2012-08-08,36.0,26.0,13.0,5.0,6.0,5.0,2503.0,False,,,FORSA
2012-08-15,36.0,26.0,13.0,4.0,7.0,5.0,2501.0,False,,,FORSA
2012-08-22,36.0,27.0,13.0,5.0,8.0,4.0,2503.0,False,,,FORSA
2012-08-29,39.0,26.0,12.0,5.0,7.0,4.0,2506.0,False,,,FORSA
2012-09-05,39.0,26.0,13.0,4.0,7.0,4.0,2505.0,False,,,FORSA
2012-09-12,39.0,26.0,13.0,4.0,8.0,4.0,2502.0,False,,,FORSA
2012-09-19,38.0,26.0,12.0,5.0,8.0,5.0,2502.0,False,,,FORSA
2012-09-26,38.0,26.0,12.0,4.0,8.0,5.0,2503.0,False,,,FORSA
2012-10-02,37.0,27.0,12.0,4.0,8.0,5.0,2009.0,False,,,FORSA
2012-10-02,35.0,29.0,12.0,4.0,8.0,5.0,1000.0,False,,,FORSA
2012-10-10,36.0,30.0,12.0,4.0,7.0,5.0,2004.0,False,,,FORSA
2012-10-17,37.0,29.0,11.0,4.0,8.0,6.0,2500.0,False,,,FORSA
2012-10-24,38.0,27.0,12.0,3.0,9.0,6.0,2503.0,False,,,FORSA
2012-10-30,38.0,26.0,15.0,3.0,8.0,5.0,2506.0,False,,,FORSA
2012-11-07,37.0,26.0,15.0,3.0,8.0,6.0,2503.0,False,,,FORSA
2012-11-14,39.0,26.0,14.0,4.0,8.0,5.0,2500.0,False,,,FORSA
2012-11-21,36.0,26.0,16.0,4.0,8.0,5.0,2506.0,False,,,FORSA
2012-11-28,37.0,26.0,16.0,4.0,8.0,5.0,2504.0,False,,,FORSA
2012-12-05,37.0,26.0,16.0,4.0,7.0,6.0,2504.0,False,,,FORSA
2012-12-12,38.0,27.0,14.0,4.0,8.0,5.0,2505.0,False,,,FORSA
2012-12-19,38.0,27.0,14.0,5.0,8.0,5.0,2503.0,False,,,FORSA
2012-12-26,41.0,27.0,13.0,4.0,8.0,4.0,2500.0,False,,,FORSA
2013-01-09,42.0,25.0,15.0,2.0,9.0,4.0,1503.0,False,,,FORSA
2013-01-16,43.0,23.0,14.0,3.0,8.0,5.0,2507.0,False,,,FORSA
2013-01-23,42.0,23.0,14.0,4.0,8.0,5.0,2506.0,False,,,FORSA
2013-01-30,40.0,25.0,15.0,4.0,8.0,5.0,2504.0,False,,,FORSA
2013-02-06,41.0,25.0,15.0,4.0,7.0,5.0,2500.0,False,,,FORSA
2013-02-13,43.0,25.0,14.0,3.0,7.0,5.0,2505.0,False,,,FORSA
2013-02-20,43.0,24.0,15.0,3.0,7.0,5.0,2502.0,False,,,FORSA
2013-02-27,40.0,25.0,16.0,4.0,8.0,5.0,2501.0,False,,,FORSA
2013-03-06,40.0,25.0,15.0,4.0,8.0,5.0,2506.0,False,,,FORSA
2013-03-13,40.0,24.0,16.0,4.0,8.0,5.0,2501.0,False,,,FORSA
2013-03-20,40.0,24.0,15.0,6.0,7.0,5.0,2501.0,False,,,FORSA
2013-03-26,41.0,24.0,14.0,5.0,8.0,5.0,2506.0,False,,,FORSA
2013-04-03,40.0,24.0,15.0,5.0,8.0,5.0,2004.0,False,,,FORSA
2013-04-10,41.0,23.0,14.0,6.0,9.0,4.0,2002.0,False,,,FORSA
2013-04-17,42.0,22.0,15.0,5.0,8.0,5.0,2508.0,False,,,FORSA
2013-04-24,42.0,23.0,14.0,5.0,7.0,4.0,2504.0,False,2.0,,FORSA
2013-05-01,39.0,23.0,14.0,5.0,8.0,5.0,2502.0,False,3.0,,FORSA
2013-05-07,39.0,24.0,15.0,4.0,8.0,5.0,2000.0,False,3.0,,FORSA
2013-05-15,40.0,23.0,14.0,4.0,9.0,5.0,2001.0,False,2.0,,FORSA
2013-05-22,41.0,24.0,13.0,4.0,8.0,4.0,2503.0,False,3.0,,FORSA
2013-05-28,40.0,24.0,14.0,4.0,8.0,4.0,2001.0,False,3.0,,FORSA
2013-06-05,41.0,24.0,13.0,4.0,8.0,4.0,2508.0,False,3.0,,FORSA
2013-06-12,40.0,24.0,13.0,5.0,9.0,5.0,2501.0,False,2.0,,FORSA
2013-06-19,40.0,22.0,15.0,6.0,8.0,5.0,2501.0,False,2.0,,FORSA
2013-06-26,41.0,22.0,15.0,5.0,8.0,5.0,2502.0,False,2.0,,FORSA
2013-07-03,41.0,22.0,14.0,5.0,9.0,5.0,2501.0,False,2.0,,FORSA
2013-07-10,41.0,22.0,15.0,5.0,9.0,4.0,2503.0,False,2.0,,FORSA
2013-07-17,41.0,23.0,14.0,5.0,8.0,5.0,2502.0,False,2.0,,FORSA
2013-07-24,41.0,22.0,12.0,5.0,9.0,5.0,2500.0,False,2.0,,FORSA
2013-07-31,41.0,22.0,13.0,5.0,8.0,6.0,2501.0,False,2.0,,FORSA
2013-08-07,40.0,23.0,14.0,5.0,7.0,5.0,3003.0,False,3.0,,FORSA
2013-08-14,40.0,23.0,13.0,5.0,8.0,5.0,2500.0,False,3.0,,FORSA
