DATUM,CDU/CSU,SPD,GRÜNE,FDP,LINKE,SONSTIGE,BUNDESTAGSWAHL,BEFRAGTE,AFD,INSTITUT
1994-10-16,41.5,36.4,7.3,6.9,4.4,3.5,False,,,POLITBAROMETER
1998-01-16,37.0,38.0,10.0,6.0,4.0,5.0,False,,,POLITBAROMETER
1998-02-13,37.0,39.0,10.0,6.0,4.0,4.0,False,,,POLITBAROMETER
1998-03-13,36.0,41.0,9.0,5.0,4.0,5.0,False,,,POLITBAROMETER
1998-03-25,32.1,42.7,10.2,5.8,5.4,1.8,False,,,ALLENSBACH
1998-04-02,34.0,44.0,6.0,5.0,6.0,5.0,False,,,FORSA
1998-04-03,36.0,41.0,7.0,5.0,4.0,7.0,False,,,EMNID
1998-04-04,34.0,46.0,6.0,5.0,4.0,3.0,False,,,DIMAP
1998-04-08,34.0,44.0,6.0,5.0,6.0,5.0,False,,,FORSA
1998-04-10,35.0,41.0,7.0,6.0,4.0,7.0,False,,,EMNID
1998-04-11,35.0,45.0,6.0,5.0,4.0,3.0,False,,,DIMAP
1998-04-16,35.0,43.0,6.0,5.0,5.0,6.0,False,,,FORSA
1998-04-17,36.0,41.0,6.0,6.0,5.0,6.0,False,,,EMNID
1998-04-17,35.0,43.0,8.0,5.0,4.0,5.0,False,,,POLITBAROMETER
1998-04-18,36.0,45.0,6.0,5.0,4.0,2.0,False,,,DIMAP
1998-04-24,35.0,43.0,6.0,6.0,5.0,5.0,False,,,EMNID
1998-04-25,36.0,45.0,6.0,5.0,4.0,2.0,False,,,DIMAP
1998-04-29,31.3,45.2,8.5,5.8,5.2,1.2,False,,,ALLENSBACH
1998-05-01,35.0,44.0,6.0,6.0,4.0,5.0,False,,,EMNID
1998-05-02,35.0,45.0,6.0,5.0,4.0,1.0,False,,,DIMAP
1998-05-06,32.0,46.0,6.0,6.0,5.0,5.0,False,,,FORSA
1998-05-08,35.0,43.0,6.0,6.0,5.0,5.0,False,,,EMNID
1998-05-09,34.0,44.0,6.0,6.0,5.0,1.0,False,,,DIMAP
1998-05-13,33.0,46.0,5.0,5.0,5.0,6.0,False,,,FORSA
1998-05-15,35.0,43.0,6.0,6.0,5.0,2.0,False,,,EMNID
1998-05-15,35.0,43.0,8.0,5.0,5.0,4.0,False,,,POLITBAROMETER
1998-05-16,35.0,44.0,6.0,5.0,5.0,1.0,False,,,DIMAP
1998-05-20,33.0,45.0,5.0,5.0,6.0,2.0,False,,,FORSA
1998-05-20,31.0,45.5,7.5,5.7,5.9,2.9,False,,,ALLENSBACH
1998-05-22,37.0,43.0,6.0,5.0,4.0,3.0,False,,,EMNID
1998-05-23,37.0,43.0,6.0,4.0,5.0,2.0,False,,,DIMAP
1998-05-27,35.0,43.0,6.0,4.0,6.0,2.0,False,,,FORSA
1998-05-29,37.0,44.0,5.0,5.0,5.0,1.0,False,,,EMNID
1998-05-30,36.0,44.0,6.0,5.0,4.0,2.0,False,,,DIMAP
1998-06-04,36.0,43.0,6.0,4.0,6.0,2.0,False,,,FORSA
1998-06-05,37.0,43.0,4.0,6.0,4.0,3.0,False,,,EMNID
1998-06-06,35.0,44.0,7.0,5.0,4.0,1.0,False,,,DIMAP
1998-06-11,36.0,43.0,6.0,4.0,6.0,2.0,False,,,FORSA
1998-06-12,36.0,41.0,6.0,6.0,5.0,3.0,False,,,EMNID
1998-06-13,36.0,44.0,7.0,5.0,4.0,1.0,False,,,DIMAP
1998-06-17,31.1,44.4,7.6,6.9,5.7,2.0,False,,,ALLENSBACH
1998-06-18,36.0,43.0,7.0,4.0,5.0,2.0,False,,,FORSA
1998-06-19,37.0,42.0,6.0,6.0,4.0,2.0,False,,,EMNID
1998-06-19,36.0,42.0,8.0,5.0,4.0,5.0,False,,,POLITBAROMETER
1998-06-20,36.0,43.0,7.0,5.0,5.0,1.0,False,,,DIMAP
1998-06-25,36.0,43.0,6.0,4.0,6.0,2.0,False,,,FORSA
1998-06-26,37.0,42.0,6.0,6.0,5.0,2.0,False,,,EMNID
1998-06-27,36.0,44.0,7.0,5.0,5.0,1.0,False,,,DIMAP
1998-07-02,35.0,43.0,5.0,5.0,6.0,3.0,False,,,FORSA
1998-07-03,37.0,42.0,6.0,6.0,5.0,2.0,False,,,EMNID
1998-07-04,35.0,44.0,7.0,5.0,4.0,2.0,False,,,DIMAP
1998-07-09,34.0,43.0,6.0,5.0,6.0,3.0,False,,,FORSA
1998-07-10,37.0,42.0,5.0,6.0,4.0,2.0,False,,,EMNID
1998-07-11,36.0,44.0,6.0,5.0,4.0,2.0,False,,,DIMAP
1998-07-16,36.0,43.0,6.0,5.0,4.0,2.0,False,,,FORSA
1998-07-17,37.0,42.0,7.0,5.0,4.0,5.0,False,,,POLITBAROMETER
1998-07-17,37.0,42.0,5.0,5.0,4.0,3.0,False,,,EMNID
1998-07-18,37.0,43.0,7.0,5.0,4.0,1.0,False,,,DIMAP
1998-07-23,36.0,43.0,6.0,5.0,5.0,2.0,False,,,FORSA
1998-07-24,37.0,42.0,6.0,5.0,4.0,2.0,False,,,EMNID
1998-07-25,37.0,43.0,7.0,5.0,4.0,1.0,False,,,DIMAP
1998-07-30,36.0,43.0,6.0,5.0,4.0,2.0,False,,,FORSA
1998-07-31,37.0,41.0,7.0,5.0,4.0,2.0,False,,,EMNID
1998-08-01,36.0,43.0,7.0,5.0,4.0,2.0,False,,,DIMAP
1998-08-06,37.0,43.0,7.0,4.0,5.0,1.0,False,,,FORSA
1998-08-07,38.0,41.0,6.0,6.0,4.0,2.0,False,,,EMNID
1998-08-08,37.0,42.0,7.0,6.0,4.0,1.0,False,,,DIMAP
1998-08-12,33.0,43.8,7.0,6.6,5.2,2.8,False,,,ALLENSBACH
1998-08-13,37.0,43.0,6.0,4.0,4.0,2.0,False,,,FORSA
1998-08-14,38.0,42.0,6.0,5.0,4.0,5.0,False,,,POLITBAROMETER
1998-08-14,38.0,41.0,6.0,5.0,4.0,3.0,False,,,EMNID
1998-08-15,37.0,42.0,7.0,5.0,5.0,1.0,False,,,DIMAP
1998-08-19,34.5,42.9,7.0,5.8,5.2,2.6,False,,,ALLENSBACH
1998-08-20,38.0,43.0,6.0,4.0,4.0,1.0,False,,,FORSA
1998-08-21,39.0,42.0,6.0,5.0,4.0,1.0,False,,,EMNID
1998-08-22,38.0,43.0,6.0,5.0,4.0,1.0,False,,,DIMAP
1998-08-26,35.2,42.7,6.3,6.0,5.3,3.3,False,,,ALLENSBACH
1998-08-27,37.0,42.0,6.0,4.0,5.0,6.0,False,,,FORSA
1998-08-28,38.0,41.0,6.0,5.0,4.0,2.0,False,,,EMNID
1998-08-28,38.0,42.0,6.0,4.0,5.0,5.0,False,,,FORSA
1998-08-29,38.0,43.0,6.0,5.0,4.0,1.0,False,,,DIMAP
1998-08-30,38.0,42.0,6.0,4.0,5.0,5.0,False,,,FORSA
1998-08-31,38.0,42.0,6.0,4.0,5.0,5.0,False,,,FORSA
1998-09-01,37.0,42.0,5.0,5.0,5.0,6.0,False,,,FORSA
1998-09-02,37.0,42.0,6.0,5.0,4.0,6.0,False,,,FORSA
1998-09-02,35.5,41.1,7.0,6.1,4.9,3.0,False,,,ALLENSBACH
1998-09-03,37.0,42.0,6.0,5.0,4.0,6.0,False,,,FORSA
1998-09-04,37.0,42.0,7.0,5.0,4.0,5.0,False,,,FORSA
1998-09-04,38.0,41.0,6.0,5.0,4.0,6.0,False,,,POLITBAROMETER
1998-09-04,37.0,42.0,6.0,5.0,5.0,1.0,False,,,EMNID
1998-09-05,37.0,43.0,7.0,5.0,4.0,1.0,False,,,DIMAP
1998-09-05,37.0,42.0,6.0,5.0,4.0,6.0,False,,,FORSA
1998-09-06,37.0,42.0,6.0,5.0,4.0,6.0,False,,,FORSA
1998-09-07,37.0,43.0,6.0,5.0,4.0,5.0,False,,,FORSA
1998-09-08,37.0,43.0,7.0,4.0,4.0,5.0,False,,,FORSA
1998-09-09,35.6,40.8,7.5,7.2,4.5,2.3,False,,,ALLENSBACH
1998-09-09,37.0,43.0,6.0,4.0,4.0,6.0,False,,,FORSA
1998-09-10,37.0,42.0,6.0,4.0,5.0,6.0,False,,,FORSA
1998-09-11,37.0,43.0,6.0,4.0,4.0,6.0,False,,,FORSA
1998-09-11,37.0,41.0,6.0,6.0,4.0,6.0,False,,,POLITBAROMETER
1998-09-11,38.0,41.0,6.0,5.0,5.0,5.0,False,,,EMNID
1998-09-12,36.0,42.0,6.0,5.0,5.0,6.0,False,,,FORSA
1998-09-12,37.0,42.0,7.0,5.0,4.0,1.0,False,,,DIMAP
1998-09-13,36.0,42.0,6.0,5.0,5.0,6.0,False,,,FORSA
1998-09-14,36.0,42.0,6.0,5.0,5.0,6.0,False,,,FORSA
1998-09-15,38.0,41.0,7.0,5.0,4.0,5.0,False,,,FORSA
1998-09-16,35.5,41.4,7.0,6.6,5.0,4.5,False,,,ALLENSBACH
1998-09-16,38.0,42.0,7.0,4.0,4.0,5.0,False,,,FORSA
1998-09-17,38.0,42.0,7.0,4.0,4.0,5.0,False,,,FORSA
1998-09-18,38.0,42.0,6.0,5.0,4.0,5.0,False,,,FORSA
1998-09-18,37.5,39.5,6.0,5.5,4.5,7.0,False,,,POLITBAROMETER
1998-09-18,39.0,41.0,6.0,5.0,5.0,1.0,False,,,EMNID
1998-09-19,38.0,42.0,6.0,5.0,4.0,5.0,False,,,FORSA
1998-09-19,38.0,41.0,7.0,6.0,5.0,1.0,False,,,DIMAP
1998-09-20,38.0,42.0,6.0,5.0,4.0,5.0,False,,,FORSA
1998-09-21,38.0,41.0,7.0,5.0,4.0,5.0,False,,,FORSA
1998-09-22,38.0,41.0,7.0,5.0,4.0,5.0,False,,,FORSA
1998-09-23,37.0,42.0,6.0,6.0,4.0,5.0,False,,,FORSA
1998-09-23,36.1,41.1,7.0,6.5,4.7,4.6,False,,,ALLENSBACH
1998-09-24,38.0,42.0,6.0,5.0,4.0,5.0,False,,,FORSA
1998-09-25,39.0,40.0,7.0,5.0,4.0,5.0,False,,,EMNID
1998-09-25,38.0,42.0,6.0,5.0,4.0,5.0,False,,,FORSA
1998-09-26,36.0,40.5,6.0,6.5,5.0,6.0,False,,,ALLENSBACH
1998-09-26,38.0,40.0,7.0,6.0,5.0,1.0,False,,,DIMAP
1998-09-27,35.1,40.9,6.7,6.2,5.1,5.9,True,,,BUNDESTAGSWAHL
1998-09-29,38.0,42.0,6.0,4.0,5.0,5.0,False,,,FORSA
1998-10-02,36.0,41.0,7.0,6.0,5.0,2.0,False,,,DIMAP
1998-10-09,35.0,42.0,6.0,6.0,5.0,2.0,False,,,EMNID
1998-10-10,36.0,42.0,7.0,6.0,5.0,2.0,False,,,DIMAP
1998-10-16,35.0,44.0,6.0,5.0,4.0,6.0,False,,,POLITBAROMETER
1998-10-16,35.0,41.0,6.0,6.0,5.0,3.0,False,,,EMNID
1998-10-17,36.0,40.0,8.0,7.0,5.0,2.0,False,,,DIMAP
1998-10-23,35.0,42.0,6.0,6.0,5.0,2.0,False,,,EMNID
1998-10-24,36.0,40.0,8.0,7.0,5.0,2.0,False,,,DIMAP
1998-10-29,39.0,39.0,6.0,6.0,5.0,5.0,False,,,FORSA
1998-10-30,37.0,39.0,7.0,6.0,5.0,2.0,False,,,EMNID
1998-10-31,36.0,41.0,7.0,6.0,5.0,2.0,False,,,DIMAP
1998-11-05,38.0,39.0,7.0,6.0,5.0,5.0,False,,,FORSA
1998-11-06,36.0,41.0,6.0,5.0,5.0,3.0,False,,,EMNID
1998-11-07,37.0,42.0,7.0,5.0,5.0,2.0,False,,,DIMAP
1998-11-12,38.0,39.0,6.0,6.0,6.0,5.0,False,,,FORSA
1998-11-13,35.0,42.0,6.0,6.0,5.0,2.0,False,,,EMNID
1998-11-13,35.0,44.0,7.0,4.0,4.0,6.0,False,,,POLITBAROMETER
1998-11-14,37.0,41.0,7.0,6.0,5.0,2.0,False,,,DIMAP
1998-11-19,37.0,39.0,7.0,6.0,6.0,5.0,False,,,FORSA
1998-11-20,37.0,40.0,6.0,5.0,5.0,3.0,False,,,EMNID
1998-11-21,37.0,42.0,7.0,5.0,5.0,1.0,False,,,DIMAP
1998-11-26,38.0,38.0,7.0,5.0,5.0,7.0,False,,,FORSA
1998-11-27,36.0,39.0,7.0,6.0,5.0,2.0,False,,,EMNID
1998-11-28,37.0,42.0,7.0,5.0,5.0,1.0,False,,,DIMAP
1998-12-03,39.0,38.0,7.0,5.0,5.0,6.0,False,,,FORSA
1998-12-04,37.0,40.0,6.0,6.0,5.0,1.0,False,,,EMNID
1998-12-05,39.0,39.0,7.0,5.0,5.0,2.0,False,,,DIMAP
1998-12-10,39.0,38.0,6.0,5.0,6.0,6.0,False,,,FORSA
1998-12-11,37.0,40.0,6.0,5.0,5.0,4.0,False,,,EMNID
1998-12-11,36.0,44.0,7.0,4.0,4.0,5.0,False,,,POLITBAROMETER
1998-12-12,38.0,39.0,8.0,6.0,5.0,2.0,False,,,DIMAP
1998-12-16,36.3,39.4,7.2,6.0,,,False,,,ALLENSBACH
1998-12-17,37.0,40.0,6.0,5.0,5.0,7.0,False,,,FORSA
1998-12-18,37.0,40.0,6.0,5.0,5.0,4.0,False,,,EMNID
1998-12-19,38.0,40.0,8.0,5.0,5.0,1.0,False,,,DIMAP
1999-01-02,37.0,41.0,6.0,6.0,5.0,2.0,False,,,EMNID
1999-01-07,37.0,39.0,7.0,5.0,5.0,7.0,False,,,FORSA
1999-01-08,37.0,40.0,6.0,6.0,5.0,2.0,False,,,EMNID
1999-01-09,39.0,41.0,7.0,5.0,4.0,1.0,False,,,DIMAP
1999-01-14,37.0,39.0,7.0,5.0,6.0,6.0,False,,,FORSA
1999-01-15,36.0,41.0,7.0,6.0,6.0,1.0,False,,,EMNID
1999-01-16,39.0,41.0,7.0,6.0,4.0,1.0,False,,,DIMAP
1999-01-21,38.0,39.0,7.0,5.0,5.0,6.0,False,,,FORSA
1999-01-22,37.0,44.0,6.0,4.0,4.0,5.0,False,,,POLITBAROMETER
1999-01-22,38.0,40.0,6.0,5.0,5.0,2.0,False,,,EMNID
1999-01-23,40.0,40.0,6.0,5.0,5.0,1.0,False,,,DIMAP
1999-01-28,39.0,39.0,7.0,5.0,5.0,5.0,False,,,FORSA
1999-01-29,38.0,39.0,7.0,6.0,5.0,2.0,False,,,EMNID
1999-01-30,39.0,41.0,6.0,5.0,4.0,2.0,False,,,DIMAP
1999-02-04,39.0,39.0,6.0,6.0,5.0,5.0,False,,,FORSA
1999-02-05,37.0,41.0,7.0,5.0,5.0,2.0,False,,,EMNID
1999-02-06,39.0,40.0,7.0,5.0,5.0,1.0,False,,,DIMAP
1999-02-11,40.0,38.0,6.0,6.0,5.0,5.0,False,,,FORSA
1999-02-12,38.0,40.0,6.0,5.0,5.0,3.0,False,,,EMNID
1999-02-13,41.0,38.0,6.0,5.0,5.0,2.0,False,,,DIMAP
1999-02-18,41.0,38.0,6.0,5.0,5.0,5.0,False,,,FORSA
1999-02-19,40.0,40.0,6.0,5.0,5.0,2.0,False,,,EMNID
1999-02-20,41.0,39.0,6.0,5.0,5.0,1.0,False,,,DIMAP
1999-02-25,42.0,37.0,6.0,6.0,4.0,5.0,False,,,FORSA
1999-02-26,40.0,39.0,6.0,6.0,5.0,2.0,False,,,EMNID
1999-02-26,39.0,42.0,6.0,4.0,4.0,5.0,False,,,POLITBAROMETER
1999-02-27,41.0,40.0,6.0,5.0,4.0,1.0,False,,,DIMAP
1999-03-04,41.0,38.0,6.0,5.0,5.0,5.0,False,,,FORSA
1999-03-05,40.0,39.0,6.0,5.0,5.0,3.0,False,,,EMNID
1999-03-06,41.0,38.0,6.0,5.0,5.0,2.0,False,,,DIMAP
1999-03-11,42.0,37.0,7.0,5.0,5.0,4.0,False,,,FORSA
1999-03-12,40.0,39.0,6.0,6.0,5.0,2.0,False,,,EMNID
1999-03-13,42.0,38.0,6.0,5.0,5.0,1.0,False,,,DIMAP
1999-03-17,38.7,37.0,6.8,7.4,5.7,2.7,False,,,ALLENSBACH
1999-03-18,43.0,35.0,7.0,5.0,5.0,5.0,False,,,FORSA
1999-03-19,41.0,41.0,5.0,5.0,4.0,4.0,False,,,POLITBAROMETER
1999-03-19,41.0,39.0,6.0,5.0,5.0,4.0,False,,,EMNID
1999-03-20,43.0,38.0,6.0,5.0,5.0,1.0,False,,,DIMAP
1999-03-25,44.0,34.0,7.0,5.0,6.0,4.0,False,,,FORSA
1999-03-26,40.0,38.0,6.0,6.0,5.0,2.0,False,,,EMNID
1999-03-27,43.0,36.0,7.0,5.0,6.0,1.0,False,,,DIMAP
1999-04-01,44.0,34.0,6.0,5.0,6.0,5.0,False,,,FORSA
1999-04-03,43.0,36.0,6.0,5.0,6.0,1.0,False,,,DIMAP
1999-04-08,43.0,37.0,6.0,4.0,5.0,5.0,False,,,FORSA
1999-04-09,40.0,38.0,6.0,5.0,6.0,2.0,False,,,EMNID
1999-04-10,43.0,35.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-04-14,37.9,37.6,6.5,7.5,5.5,2.7,False,,,ALLENSBACH
1999-04-15,42.0,37.0,6.0,5.0,6.0,4.0,False,,,FORSA
1999-04-16,40.0,39.0,6.0,5.0,5.0,2.0,False,,,EMNID
1999-04-16,41.0,41.0,5.0,5.0,4.0,4.0,False,,,POLITBAROMETER
1999-04-17,43.0,36.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-04-22,41.0,38.0,5.0,6.0,6.0,4.0,False,,,FORSA
1999-04-23,39.0,40.0,6.0,5.0,5.0,2.0,False,,,EMNID
1999-04-24,43.0,35.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-04-29,42.0,37.0,6.0,6.0,5.0,4.0,False,,,FORSA
1999-04-30,39.0,39.0,6.0,5.0,5.0,2.0,False,,,EMNID
1999-05-01,42.0,37.0,5.0,5.0,6.0,3.0,False,,,DIMAP
1999-05-06,42.0,35.0,6.0,6.0,6.0,5.0,False,,,FORSA
1999-05-07,40.0,39.0,6.0,5.0,6.0,2.0,False,,,EMNID
1999-05-08,42.0,37.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-05-12,43.0,34.0,6.0,6.0,6.0,5.0,False,,,FORSA
1999-05-14,40.0,38.0,6.0,6.0,5.0,1.0,False,,,EMNID
1999-05-15,44.0,36.0,6.0,5.0,5.0,2.0,False,,,DIMAP
1999-05-19,36.8,37.3,7.8,7.0,5.9,1.8,False,,,ALLENSBACH
1999-05-20,43.0,33.0,6.0,6.0,6.0,6.0,False,,,FORSA
1999-05-21,40.0,39.0,6.0,5.0,6.0,2.0,False,,,EMNID
1999-05-21,42.0,40.0,5.0,5.0,4.0,4.0,False,,,POLITBAROMETER
1999-05-22,44.0,35.0,7.0,5.0,6.0,1.0,False,,,DIMAP
1999-05-27,43.0,35.0,5.0,6.0,6.0,5.0,False,,,FORSA
1999-05-28,40.0,38.0,6.0,5.0,6.0,2.0,False,,,EMNID
1999-05-29,43.0,36.0,6.0,5.0,6.0,1.0,False,,,DIMAP
1999-06-03,44.0,34.0,5.0,6.0,6.0,5.0,False,,,FORSA
1999-06-04,41.0,37.0,6.0,6.0,5.0,2.0,False,,,EMNID
1999-06-05,45.0,34.0,6.0,5.0,6.0,4.0,False,,,DIMAP
1999-06-10,44.0,34.0,6.0,5.0,5.0,6.0,False,,,FORSA
1999-06-11,41.0,39.0,6.0,6.0,5.0,3.0,False,,,EMNID
1999-06-12,43.0,37.0,6.0,5.0,5.0,4.0,False,,,DIMAP
1999-06-16,39.7,35.6,6.6,7.7,5.8,2.7,False,,,ALLENSBACH
1999-06-17,45.0,34.0,6.0,4.0,6.0,5.0,False,,,FORSA
1999-06-18,41.0,37.0,5.0,6.0,5.0,3.0,False,,,EMNID
1999-06-19,46.0,33.0,7.0,5.0,5.0,4.0,False,,,DIMAP
1999-06-24,45.0,32.0,6.0,5.0,6.0,6.0,False,,,FORSA
1999-06-25,42.0,37.0,5.0,5.0,5.0,3.0,False,,,EMNID
1999-06-25,44.0,38.0,5.0,5.0,4.0,4.0,False,,,POLITBAROMETER
1999-06-26,45.0,33.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-07-01,46.0,33.0,6.0,5.0,5.0,5.0,False,,,FORSA
1999-07-02,43.0,36.0,5.0,5.0,5.0,3.0,False,,,EMNID
1999-07-03,45.0,33.0,6.0,5.0,6.0,3.0,False,,,DIMAP
1999-07-08,45.0,33.0,6.0,5.0,6.0,5.0,False,,,FORSA
1999-07-09,42.0,36.0,5.0,4.0,6.0,3.0,False,,,EMNID
1999-07-10,44.0,35.0,6.0,5.0,5.0,2.0,False,,,DIMAP
1999-07-15,45.0,32.0,5.0,7.0,6.0,5.0,False,,,FORSA
1999-07-16,43.0,37.0,5.0,5.0,6.0,2.0,False,,,EMNID
1999-07-17,44.0,34.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-07-21,43.3,32.6,6.7,7.0,5.9,2.0,False,,,ALLENSBACH
1999-07-22,46.0,32.0,5.0,6.0,6.0,5.0,False,,,FORSA
1999-07-23,44.0,38.0,5.0,5.0,5.0,3.0,False,,,POLITBAROMETER
1999-07-23,42.0,36.0,6.0,4.0,6.0,3.0,False,,,EMNID
1999-07-24,45.0,33.0,7.0,5.0,6.0,4.0,False,,,DIMAP
1999-07-29,45.0,33.0,5.0,6.0,6.0,5.0,False,,,FORSA
1999-07-30,43.0,36.0,6.0,6.0,5.0,1.0,False,,,EMNID
1999-07-31,45.0,33.0,7.0,5.0,6.0,1.0,False,,,DIMAP
1999-08-05,44.0,34.0,6.0,6.0,6.0,4.0,False,,,FORSA
1999-08-06,43.0,35.0,6.0,5.0,5.0,2.0,False,,,EMNID
1999-08-07,46.0,33.0,6.0,5.0,6.0,1.0,False,,,DIMAP
1999-08-12,46.0,33.0,5.0,5.0,6.0,5.0,False,,,FORSA
1999-08-13,43.0,35.0,6.0,5.0,6.0,2.0,False,,,EMNID
1999-08-14,46.0,33.0,6.0,5.0,6.0,1.0,False,,,DIMAP
1999-08-18,42.2,32.6,7.4,6.6,6.0,2.1,False,,,ALLENSBACH
1999-08-19,45.0,34.0,5.0,5.0,7.0,4.0,False,,,FORSA
1999-08-20,43.0,35.0,6.0,5.0,6.0,2.0,False,,,EMNID
1999-08-20,45.0,36.0,5.0,5.0,5.0,4.0,False,,,POLITBAROMETER
1999-08-21,47.0,32.0,6.0,5.0,6.0,1.0,False,,,DIMAP
1999-08-26,47.0,32.0,6.0,5.0,6.0,4.0,False,,,FORSA
1999-08-27,42.0,35.0,6.0,6.0,6.0,2.0,False,,,EMNID
1999-08-28,47.0,32.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-09-02,45.0,33.0,7.0,5.0,6.0,4.0,False,,,FORSA
1999-09-03,43.0,35.0,5.0,6.0,6.0,2.0,False,,,EMNID
1999-09-04,46.0,32.0,7.0,6.0,5.0,1.0,False,,,DIMAP
1999-09-09,48.0,31.0,5.0,5.0,7.0,4.0,False,,,FORSA
1999-09-10,43.0,35.0,6.0,5.0,6.0,2.0,False,,,EMNID
1999-09-11,46.0,33.0,6.0,5.0,5.0,2.0,False,,,DIMAP
1999-09-15,42.0,32.9,7.2,6.6,7.0,1.7,False,,,ALLENSBACH
1999-09-16,47.0,31.0,6.0,5.0,7.0,4.0,False,,,FORSA
1999-09-17,44.0,35.0,6.0,4.0,6.0,2.0,False,,,EMNID
1999-09-18,47.0,32.0,6.0,5.0,6.0,1.0,False,,,DIMAP
1999-09-23,46.0,32.0,6.0,5.0,6.0,5.0,False,,,FORSA
1999-09-24,47.0,34.0,5.0,5.0,5.0,4.0,False,,,POLITBAROMETER
1999-09-24,45.0,33.0,5.0,5.0,6.0,2.0,False,,,EMNID
1999-09-25,48.0,31.0,6.0,5.0,7.0,1.0,False,,,DIMAP
1999-09-30,45.0,33.0,6.0,5.0,6.0,5.0,False,,,FORSA
1999-10-01,44.0,34.0,5.0,5.0,7.0,1.0,False,,,EMNID
1999-10-02,48.0,31.0,6.0,4.0,7.0,2.0,False,,,DIMAP
1999-10-07,43.0,34.0,6.0,4.0,7.0,6.0,False,,,FORSA
1999-10-08,44.0,35.0,6.0,4.0,6.0,1.0,False,,,EMNID
1999-10-09,48.0,31.0,6.0,5.0,7.0,1.0,False,,,DIMAP
1999-10-13,44.5,30.8,6.8,5.9,7.2,2.5,False,,,ALLENSBACH
1999-10-14,43.0,33.0,6.0,4.0,8.0,6.0,False,,,FORSA
1999-10-15,47.0,33.0,6.0,4.0,6.0,4.0,False,,,POLITBAROMETER
1999-10-15,46.0,32.0,5.0,5.0,6.0,3.0,False,,,EMNID
1999-10-16,48.0,31.0,6.0,5.0,7.0,1.0,False,,,DIMAP
1999-10-21,44.0,33.0,5.0,4.0,8.0,6.0,False,,,FORSA
1999-10-22,47.0,33.0,6.0,4.0,7.0,1.0,False,,,EMNID
1999-10-23,48.0,30.0,6.0,5.0,8.0,1.0,False,,,DIMAP
1999-10-28,44.0,34.0,5.0,4.0,8.0,5.0,False,,,FORSA
1999-10-29,45.0,33.0,5.0,4.0,7.0,2.0,False,,,EMNID
1999-10-30,49.0,30.0,5.0,5.0,8.0,1.0,False,,,DIMAP
1999-11-04,47.0,31.0,5.0,4.0,7.0,6.0,False,,,FORSA
1999-11-05,45.0,33.0,5.0,4.0,7.0,2.0,False,,,EMNID
1999-11-06,49.0,30.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-11-11,45.0,32.0,5.0,5.0,7.0,6.0,False,,,FORSA
1999-11-12,48.0,33.0,5.0,4.0,6.0,4.0,False,,,POLITBAROMETER
1999-11-12,45.0,32.0,6.0,4.0,7.0,2.0,False,,,EMNID
1999-11-13,49.0,30.0,6.0,5.0,6.0,1.0,False,,,DIMAP
1999-11-17,44.7,30.4,6.9,6.9,6.8,2.7,False,,,ALLENSBACH
1999-11-18,46.0,33.0,6.0,4.0,6.0,5.0,False,,,FORSA
1999-11-19,45.0,32.0,6.0,4.0,7.0,2.0,False,,,EMNID
1999-11-20,48.0,31.0,6.0,5.0,6.0,2.0,False,,,DIMAP
1999-11-25,47.0,33.0,5.0,4.0,7.0,4.0,False,,,FORSA
1999-11-26,46.0,32.0,5.0,4.0,7.0,2.0,False,,,EMNID
1999-11-27,48.0,31.0,5.0,4.0,7.0,2.0,False,,,DIMAP
1999-12-02,45.0,34.0,5.0,4.0,7.0,5.0,False,,,FORSA
1999-12-03,44.0,33.0,5.0,5.0,7.0,3.0,False,,,EMNID
1999-12-04,47.0,32.0,5.0,5.0,6.0,2.0,False,,,DIMAP
1999-12-09,45.0,34.0,6.0,5.0,6.0,4.0,False,,,FORSA
1999-12-10,40.0,36.0,6.0,5.0,7.0,2.0,False,,,EMNID
1999-12-10,45.0,36.0,5.0,4.0,6.0,4.0,False,,,POLITBAROMETER
1999-12-11,45.0,34.0,7.0,5.0,5.0,1.0,False,,,DIMAP
1999-12-15,41.6,32.3,7.5,6.4,7.1,1.7,False,,,ALLENSBACH
1999-12-16,42.0,37.0,6.0,5.0,6.0,4.0,False,,,FORSA
1999-12-17,39.0,37.0,7.0,5.0,6.0,2.0,False,,,EMNID
1999-12-18,45.0,35.0,6.0,5.0,6.0,1.0,False,,,DIMAP
1999-12-24,43.0,35.0,6.0,5.0,7.0,1.0,False,,,DIMAP
2000-01-06,38.0,40.0,6.0,5.0,7.0,4.0,False,,,FORSA
2000-01-07,39.0,39.0,7.0,5.0,6.0,1.0,False,,,DIMAP
2000-01-07,37.0,38.0,6.0,6.0,7.0,3.0,False,,,EMNID
2000-01-13,37.0,40.0,6.0,5.0,7.0,5.0,False,,,FORSA
2000-01-14,38.0,39.0,7.0,5.0,6.0,2.0,False,,,DIMAP
2000-01-14,37.0,39.0,6.0,6.0,6.0,3.0,False,,,EMNID
